"","title","price","age","height","source"
"1594","⭐️Super talented allrounder project ⭐️SOLD SOLD SOLD",6500,8.5,16.1,"Horsemart"
"1595","Fionn -URGENT - Did you buy this pony?",7500,8.5,15.2,"Horsemart"
"1596","Fantastic RC/PC all rounder",7900,8.5,14.2,"Horsemart"
"1597","14.2 9 year old Connemara competition pony, potential FEI pony!",16500,8.5,14.2,"Horsemart"
"1598","7YR Old Dutch Warmblood by Contender",7000,8.5,16.3,"Horsemart"
"1599","16.3hh Gelding for sale Great potential Project Good Bloodlines",2200,8.5,16.3,"Horsemart"
"1600","Head Turning Quality 14.3hh Cob Gelding",4500,8.5,14.3,"Horsemart"
"1601","Quality cob 13.1h",5500,8.5,13.1,"Horsemart"
"1602","14HH 8 Years Old New Forest Gelding",3750,8.5,14,"Horsemart"
"1603","Exceptional 148 Connemara Mare",7000,8.5,14.2,"Horsemart"
"1604","Talented all rounder/jumping pony 148cms - P.C/R.C",4800,8.5,14.2,"Horsemart"
"1605","TOP CLASS SHOWJUMPER/ EVENTER",15000,8.5,16.1,"Horsemart"
"1606","TOP ALL ROUNDER/ POTENTIAL EVENTER",8450,8.5,15.3,"Horsemart"
"1607","Top quality SJ/Event/Dressage/Hunter mare",7500,8.5,16.2,"Horsemart"
"1608","Arnie - 14.3hh Happy Hacker",3400,8.5,14.3,"Horsemart"
"1609","POTENTIAL EVENT/SHOWJUMP HORSE",8500,8.5,16.2,"Horsemart"
"1610","7year old mare by Pacino",15000,8.5,16.1,"Horsemart"
"1611","Straightforward talented alrounder/showjumper",15000,8.5,16.1,"Horsemart"
"1612","9 year-old - P.R.E. - Gelding - 1654 hh - Spain",89,8.5,0,"Horsemart"
"1613","A gorgeous 15.3hh TB mare",3500,8.5,15.3,"Horsemart"
"1614","15.2 Warmblood Gelding",5500,8.5,15.2,"Horsemart"
"1615","Perfect mother daughter share",3500,8.5,16.1,"Horsemart"
"1616","Home bred conny x tb",3000,8.5,14.2,"Horsemart"
"1617","Stunning Arab Mare",5500,8.5,15.1,"Horsemart"
"1618","Stunning 16.1h 9yo gelding",3750,8.5,16.1,"Horsemart"
"1619","16hh 8yo Flashy Black Gelding",2500,8.5,16,"Horsemart"
"1620","Super 128cm, Flashy, PC pony, Show Pony, British Riding Pony",1750,8.5,12.2,"Horsemart"
"1621","13hh project dartmoor pony",500,8.5,13.1,"Horsemart"
"1622","STUNNING DUN REGISTERED CONNEMARA",3000,8.5,13.2,"Horsemart"
"1623","13.1 cob gelding",3500,8.5,13.1,"Horsemart"
"1624","amazing mare 16.2hh",4450,8.5,16.2,"Horsemart"
"1625","13hh super star!",4000,8.5,13,"Horsemart"
"1626","Fairytale Arab Mare",1234,8.5,14.3,"Horsemart"
"1627","Outstanding Dressage / Eventing Potential",7000,8.5,16.1,"Horsemart"
"1628","SUPER FUN JUMPING, PC, HUNTING, SMALL BUT MIGHTY PONY",2750,8.5,11.2,"Horsemart"
"1629","Proven, Top Bloodline mare!",2500,8.5,0,"Horsemart"
"1630","Lovely Bright Bay Mare",1875,8.5,16,"Horsemart"
"1631","15.3hh Dressage Horse",3500,8.5,15.3,"Horsemart"
"1632","Fab all rounder",3500,8.5,14,"Horsemart"
"1633","13.1, 8 year old family pony",1200,8.5,13.1,"Horsemart"
"1634","Registered Welsh section C gelding",3000,8.5,13,"Horsemart"
"1635","15hh mare, well handled, unbacked",875,8.5,15,"Horsemart"
"1636","Beautiful Allrounder 9yo gelding for sale",13000,8.5,16.3,"Horsemart"
"1637","16.3 Irish draught x tb *Brilliant all rounder*",4750,8.5,16.3,"Horsemart"
"1638","Superb Belgian Warmblood Showjumper 16.2",20000,8.5,16.2,"Horsemart"
"1639","13.2 ride and drive gelding",1900,8.5,13.2,"Horsemart"
"1640","Welsh cob section D",2000,8.5,15,"Horsemart"
"1641","Stunning 16.2 Warmblood",6200,8.5,16.2,"Horsemart"
"1642","Smart family cob",2500,8.5,13.3,"Horsemart"
"1643","Super potential Eventer - Iberian lines",5550,8.5,16.3,"Horsemart"
"1644","12.3/13h white and roan cob",1600,8.5,12.3,"Horsemart"
"1645","Forewood chip and pin ( Harriet ) Hackney mare",1500,8.5,15,"Horsemart"
"1646","Attractive 15h black middleweight AES gelding, 9 yrs",6500,8.5,15,"Horsemart"
"1647","Beautiful Potential Eventing Mare For Sale",3500,8.5,16,"Horsemart"
"1648","14.2 coloured cob mare",3000,8.5,14.2,"Horsemart"
"1649","16.2hh Smart Hunter",4500,8.5,16.2,"Horsemart"
"1650","15.2hh Mare by a Revolution Stallion",4750,8.5,15.2,"Horsemart"
"1651","16.2hh Straight Forward Hunter",6500,8.5,16.2,"Horsemart"
"1652","'Billy'-A Super All-rounder / Competition Pony",5500,8.5,13.3,"Horsemart"
"1653","' HARMONY'- 14.2hh LUSITANO MARE",1500,8.5,14.2,"Horsemart"
"1654","TOP CLASS CONNERMARA MARE",4000,8.5,0,"Horsemart"
"1655","'SPLASH'-AMAZING ALL ROUNDER",10000,8.5,14.2,"Horsemart"
"1656","'DOUGIE'- CHESTNUT-GELDING-8YO-16HH",4250,8.5,16,"Horsemart"
"1657","WINNING MACHINE, TOP EVENT/AMATEUR SJ",10000,8.5,16.1,"Horsemart"
"1658","GOOD NATURED, FUN ALL ROUNDER",6000,8.5,17,"Horsemart"
"1659","MASSES OF POTENTIAL IN ANY DISCIPLINE",4950,8.5,16.1,"Horsemart"
"1660","16.3 HH 9YR OLD IRISH BAY GELDING, THE PERFECT GENTLEMAN",13000,8.5,16.3,"Horsemart"
"1661","FIRST CLASS DRESSAGE HORSE & STRONG CONTENDER FOR BE100 GRASSROOTS",25000,8.5,16.2,"Horsemart"
"1662","Well Hunted Irish Sorts Horse. Clover Hill lines.",8000,8.5,16.1,"Horsemart"
"1663","Beautiful top class amateur's horse!",10000,8.5,16.2,"Horsemart"
"1664","For You (a.k.a Big Boy)",9500,8.5,9,"Horsemart"
"1665","Candy, Hampshire/ West Sussex border",3250,11,14,"Horsemart"
"1666","Super Safe Schoolmistress",7950,11,15.3,"Horsemart"
"1667","11yr Old 170cm Lusitano Dressage Horse",31500,11,16.3,"Horsemart"
"1668","Top Event mare for sale",55000,11,16.2,"Horsemart"
"1669","Superb all rounder",3500,11,14.2,"Horsemart"
"1670","****16.2hh ISH Allrounder",6500,11,16.2,"Horsemart"
"1671","Special competition Pony New forest X",3500,11,12.2,"Horsemart"
"1672","14.2 10yr old gelding",5000,11,14.2,"Horsemart"
"1673","14.1 approx safe family pony",3250,11,14.1,"Horsemart"
"1674","16.00hh Chestnut Gelding 11yrs",5000,11,16,"Horsemart"
"1675","Stunning Dark Bay Welsh A Gelding",2000,11,13,"Horsemart"
"1676","Sane and sensible allrounder! Ideal RC/PC/Grassroots Eventing!",8500,11,15,"Horsemart"
"1677","Stunning 16hh 11yo gelding",5250,11,16,"Horsemart"
"1678","School Master Grade A jumped 130s Winning Speed Horse",12750,11,16.1,"Horsemart"
"1679","Stunning All round Pony Cub Pony",2750,11,12.3,"Horsemart"
"1680","Perfect schoolmaster/young riders/amateurs/pro’s horse",25000,11,16.3,"Horsemart"
"1681","15.1hh 11yo ISH gelding",7000,11,15.1,"Horsemart"
"1682","Burty, 15,1 All Rounder",6000,11,15.1,"Horsemart"
"1683","Beautiful dressage mare by Woodlander Rockstar",18000,11,16.2,"Horsemart"
"1684","Superb low mileage sport horse type mare",6250,11,17,"Horsemart"
"1685","Appaloosa Near leopard spot gelding 10yrs",6500,11,16.1,"Horsemart"
"1686","Stunning Dressage / Allrounder",6800,11,16.2,"Horsemart"
"1687","13.2hh 10yrs young Mare PERFECT SECOND PONY/PONY CLUB PONY",1500,11,13.2,"Horsemart"
"1688","FABULOUS ALL-ROUNDER PONY",9000,11,14.2,"Horsemart"
"1689","Serious Hunter for sale 17hh 11yo gelding",8000,11,17,"Horsemart"
"1690","The Beautiful Billie Faiers",5750,11,14.2,"Horsemart"
"1691","16.1 Pretty sports horse x",2300,11,16.1,"Horsemart"
"1692","All round riding club cob *sold*",3250,11,14,"Horsemart"
"1693","Beautiful 12.2hh pony for sale",2300,11,12.2,"Horsemart"
"1694","Handsome medium Gelding",10500,11,17.2,"Horsemart"
"1695","Amazing 14.2hh all rounder",4500,11,14.2,"Horsemart"
"1696","10 Year Old ISH X TB Mare",4500,11,16.2,"Horsemart"
"1697","Flashy and talented 12hh Welsh Section A mare.",3000,11,12,"Horsemart"
"1698","Stunning friesian x mare",5250,11,16.2,"Horsemart"
"1699","Beautiful Welsh b palomino gelding for sale",2000,11,12.2,"Horsemart"
"1700","16. 2 dappled grey ISH SOLD SUBJECT TO VETTING",5000,11,16.2,"Horsemart"
"1701","Stunning Showjumper/ Schoolmaster",9000,11,16.2,"Horsemart"
"1702","Dash - Quiet, Safe, Classy gelding",3750,11,14.3,"Horsemart"
"1703","Woodsmoke Pipit 14.2hh SJ Mare 10yo",6000,11,14.2,"Horsemart"
"1704","16.3hh All rounder/ Hunter type",3250,11,16.3,"Horsemart"
"1705","Handsome 14.2hh Allrounder",4000,11,14.2,"Horsemart"
"1706","Beautiful Connemara Mare",5000,11,14.1,"Horsemart"
"1707","16hh All Rounder Schoolmistress *reduced - see bottom of advert*",5500,11,16,"Horsemart"
"1708","17.2 KWPN X Dutch warmblood",6500,11,17.2,"Horsemart"
"1709","CHACOA ROXETTE 11yr old Mare",8000,11,16.1,"Horsemart"
"1710","*SOLD* 14hh 11 year old Newforest Gelding",3500,11,14,"Horsemart"
"1711","13.2hh bombproof cob",2500,11,13.2,"Horsemart"
"1712","TB mare in foal to a spotted stallion for 2021",1200,11,15.3,"Horsemart"
"1713","Sweet Natured Happy Hack 14hh 10years",2000,11,14,"Horsemart"
"1714","Beautiful New Forest Mare for sale",1050,11,12.2,"Horsemart"
"1715","Proven & Consistent Dressage Star",30000,11,16.2,"Horsemart"
"1716","Corntown velvet 15 hands",5000,11,0,"Horsemart"
"1717","GORGEOUS MARE WITH PLENTY OF SCOPE; ANY DISCIPLINE",8000,11,14.2,"Horsemart"
"1718","Section B Broodmare",250,11,11,"Horsemart"
"1719","All Rounder 14.2hh Connemara",4500,11,14.2,"Horsemart"
"1720","STUNNING Thoroughbred for sale‼️",1250,11,16.1,"Horsemart"
"1721","Stunning jumping mare",4000,11,16.1,"Horsemart"
"1722","Pocket rocket showjumper",4000,11,16,"Horsemart"
"1723","16.2 cremello warmblood mare",2500,11,16.2,"Horsemart"
"1724","Zeeta. 16.1hh Thoroughbred mare",2300,11,16.1,"Horsemart"
"1725","14.1 Piebald Cob Gelding",3800,11,14.1,"Horsemart"
"1726","Perfect Pony Project",850,11,12,"Horsemart"
"1727","Beautiful cob mare",2500,11,14.2,"Horsemart"
"1728","Perfect Companion, or project Pony",150,11,13,"Horsemart"
"1729","Don’t be heartbroken and miss out ....",6750,11,16.1,"Horsemart"
"1730","16.2 hh Irish Draught Gelding",3250,11,16.2,"Horsemart"
"1731","Serious event mare",3850,11,16.1,"Horsemart"
"1732","Barkway pony for sale",3000,11,13.2,"Horsemart"
"1733","Handsome 15.2hh gelding",3500,11,15.2,"Horsemart"
"1734","11.3/12hh lead rein or 2nd pony mare",1500,11,11.3,"Horsemart"
"1735","Strong brave mare",1500,11,15.2,"Horsemart"
"1736","SOLD Talented Eventer / showjumper",12345,11,16,"Horsemart"
"1737","piebald 13'2 gelding",2250,11,13.2,"Horsemart"
"1738","13'2 piebald gelding",2250,11,13.2,"Horsemart"
"1739","Unbroken project, coloured gelding",899,11,14.3,"Horsemart"
"1740","Primitive Rising Line Stallion",850,11,15.3,"Horsemart"
"1741","14hh dun Connemara jumping pony for sale",3500,11,14,"Horsemart"
"1742","13.2HH FUN/FAMILY PONY",2800,11,13.1,"Horsemart"
"1743","Sweet mare looking for forever partnership",3500,11,13.1,"Horsemart"
"1744","Welsh Section D",3500,11,15.1,"Horsemart"
"1745","Potential competition pony",3250,11,13.2,"Horsemart"
"1746","Talented, eye catching 17hh skewbald",7500,11,17,"Horsemart"
"1747","Super broodmare available",1500,11,16.2,"Horsemart"
"1748","Needs a good home",3000,11,16.3,"Horsemart"
"1749","11yr old Irish sport bay mare 16.2hh",3150,11,16.2,"Horsemart"
"1750","16hh Irish draught cross ISH",3500,11,16,"Horsemart"
"1751","Registered Connemara Mare",2550,11,14,"Horsemart"
"1752","12.3h Jumping machine, Welsh part bred pony",2500,11,12.3,"Horsemart"
"1753","Top class welsh b gelding",4500,11,13.2,"Horsemart"
"1754","Collando 16hh showjumper",6500,11,16,"Horsemart"
"1755","16.1hh Stunning 10yro Chestnut Gelding",3500,11,16.1,"Horsemart"
"1756","Diamond Princess, Top Class Mare with serious potential.",10000,11,16.1,"Horsemart"
"1757","16.2hh irish gelding",4750,13,16.2,"Horsemart"
"1758","Tamarosa quality WBxTB mare",5900,13,16.2,"Horsemart"
"1759","Old Fashioned Type",5750,13,15,"Horsemart"
"1760","Lovely Schoolmaster Type",3500,13,16.2,"Horsemart"
"1761","Lovely Irish Draft",5950,13,16.1,"Horsemart"
"1762","Stunning Welsh D mare with amazing jump. Low budget superstar",2450,13,15,"Horsemart"
"1763","*** SOLD *** Amazing Opportunity",3000,13,16,"Horsemart"
"1764","16hh Irish Draft Gelding",3800,13,16,"Horsemart"
"1765","Gorgeous George, coloured cob",3250,13,14.1,"Horsemart"
"1766","coloured broodmare in foal to Bazaars Chief",1500,13,15.2,"Horsemart"
"1767","Stunning 12yr old TB",8000,13,16.3,"Horsemart"
"1768","Kind Eye's All Rounder",7000,13,17,"Horsemart"
"1769","Ideal Hunt Horse",3000,13,16.2,"Horsemart"
"1770","Superb Schoolmaster! Proven Event horse/show jumper/working hunter!",13500,13,15.1,"Horsemart"
"1771","16.3hh Irish Sports Horse",3500,13,16.3,"Horsemart"
"1772","13hh all-round second pony",2500,13,13,"Horsemart"
"1773","15.2 well mannered man - currently being held on deposit",1600,13,15.2,"Horsemart"
"1774","Stunning Irish Draught hack/hunt/jump",4500,13,16.3,"Horsemart"
"1775","Very sad sale of beloved horse due to uni commitments",4500,13,15.2,"Horsemart"
"1776","Want Something Special?",4500,13,16.1,"Horsemart"
"1777","15.2hh looking for a new family. Riding/Pony Club or Hunting.",3500,13,15.2,"Horsemart"
"1778","14.2 pc allrounder schoolmistress",5500,13,14.2,"Horsemart"
"1779","Penny & Pennys Girl",1250,13,11,"Horsemart"
"1780","Super Smart Thoroughbred Gelding For Sale",5750,13,15.3,"Horsemart"
"1781","Stunning Liver Chestnut Show Pony 12 Hands Fofsway Seraphima",1000,13,12,"Horsemart"
"1782","Ideal Happy Hacker (SOLD)",3500,13,16.1,"Horsemart"
"1783","Quality county standard cob",3450,13,14.2,"Horsemart"
"1784","Fantastic 2nd pony , mothers dream , mother daughter share",4250,13,13.3,"Horsemart"
"1785","Registered Irish Draught",4750,13,16.1,"Horsemart"
"1786","SOLD Dressage/Hacking School Mistress",6000,13,16,"Horsemart"
"1787","Cracking JC mare competing at 1.10m",15000,13,14.2,"Horsemart"
"1788","Top Quality 16h Bay",5500,13,16,"Horsemart"
"1789","14hh 12yrs forward, fun and safe allrounder",4000,13,14,"Horsemart"
"1790","Stunning grey all rounder",2750,13,14.3,"Horsemart"
"1791","14hh Pony Club Pony",3000,13,14,"Horsemart"
"1792","13.1 super all-rounder",2600,13,13.1,"Horsemart"
"1793","14.2 Connemara Gelding **SOLD**",4500,13,14.2,"Horsemart"
"1794","LLANMORLAIS BEN 146CM Welsh sec D",6000,13,14.2,"Horsemart"
"1795","13.2 cob pony",1250,13,13.2,"Horsemart"
"1796","13.2. Cob pony",1250,13,13.2,"Horsemart"
"1797","14h 1 pretty bay mare",2500,13,14.1,"Horsemart"
"1798","Stunning broodmare with the breeding to match",1800,13,14.3,"Horsemart"
"1799","Zara 14.3 mare 12yo",3000,13,14.3,"Horsemart"
"1800","Section D Gelding For Sale",1800,13,14.2,"Horsemart"
"1801","13.1HH Fun Allrounder Connemara Mare",2650,13,13.1,"Horsemart"
"1802","Chestnut section D",2500,13,14,"Horsemart"
"1803","2 shetties for sale",1000,13,0,"Horsemart"
"1804","Project horse, experienced home",850,13,15.3,"Horsemart"
"1805","Beautiful lead rein/first ridden pony",2200,13,13.3,"Horsemart"
"1806","14HH NEW FOREST GELDING",3500,13,14,"Horsemart"
"1807","Amateurs dream horse",9500,13,17.1,"Horsemart"
"1808","Stunning 13.2 Welsh section C",2600,13,13.2,"Horsemart"
"1809","Irish Gypsy Cob",3500,13,13.3,"Horsemart"
"1810","Big mover, lovely nature",3500,13,16.1,"Horsemart"
"1811","Beautiful ISH all rounder",3000,13,16.2,"Horsemart"
"1812","Super Talented Jumper",15500,13,16,"Horsemart"
"1813","15.1 cob mare",2500,13,15.1,"Horsemart"
"1814","16hh bay mare.",2500,13,16,"Horsemart"
"1815","Classy 148cm all rounder",4250,13,14.3,"Horsemart"
"1816","Lovely Allrounder Mare",4000,13,0,"Horsemart"
"1817","Welsh C broodmare",1200,13,13.2,"Horsemart"
"1818","Stunning Jumping mare",3500,13,15.1,"Horsemart"
"1819","Gorgeous 14.3/15hh 13 year old competition mare for sale",3500,13,14.3,"Horsemart"
"1820","Amazing Allrounder for sale",2500,13,13.2,"Horsemart"
"1821","PROJECT - QUALITY WELSH COB SECTION D MARE WITH THE BEST OF BLOODLINES - OTHER SHOW QUALITY STOCK AVAILABLE",1495,13,15,"Horsemart"
"1822","EXTREMELY TALENTED HORSE, ATTROY CHECKMATE",7500,13,16.1,"Horsemart"
"1823","Truly Beautiful Stamp of 16 HH bay Irish Draught Sports Horse Mare",3250,15,16,"Horsemart"
"1824","Absolutely heart breaking sale",5000,15,16,"Horsemart"
"1825","Schoolmaster for sale",4500,15,17,"Horsemart"
"1826","Show jumper/ Eventer",7500,15,16.2,"Horsemart"
"1827","Proven Show Jumper",7500,15,14.2,"Horsemart"
"1828","Amira Wants To Work For You",5500,15,16.2,"Horsemart"
"1829","2005 German Warmblood for sale",4000,15,16.3,"Horsemart"
"1830","Excellent PC and BE80/90 Pony",7500,15,14.2,"Horsemart"
"1831","Perlino Welsh Section A Mare",700,15,11,"Horsemart"
"1832","Herstmonceux (Herman) 17.2",2200,15,17.2,"Horsemart"
"1833","Easy all rounder",5500,15,16,"Horsemart"
"1834","Pretty Welsh Section C mare",2500,15,13.2,"Horsemart"
"1835","Pony Club, Jumping,Hunter 2nd Pony",3000,15,13.2,"Horsemart"
"1836","138cm Jumping Machine",6995,15,13.2,"Horsemart"
"1837","13.3hh Reg New Forest Pony Gelding",3000,15,13.3,"Horsemart"
"1838","13hhs Tri Coloured Dartmoor Hill pony",3800,15,13,"Horsemart"
"1839","14hh all rounder",4500,15,14,"Horsemart"
"1840","SUPER JUMPING PONY/ ALL ROUNDER",2200,15,13.3,"Horsemart"
"1841","*SCHOOL MASTER, HUNT TYPE*",6250,15,17.1,"Horsemart"
"1842","JA 148 schoolmaster",5000,15,14.2,"Horsemart"
"1843","Beautiful 16.1 DollyDayDream",5500,15,16.1,"Horsemart"
"1844","Super Versatile Pony",8500,15,14.2,"Horsemart"
"1845","13.2hh super allround / hunting pony",2200,15,13.2,"Horsemart"
"1846","Quiet, Safe Easy All-Rounder",3400,15,14.2,"Horsemart"
"1847","Safe honest reliable",2800,15,14,"Horsemart"
"1848","Registered New Forest gelding",3200,15,14.1,"Horsemart"
"1849","16,2hh TB Stallion",6000,15,16.2,"Horsemart"
"1850","Sweet and Talented Lipizzaner",3000,15,15,"Horsemart"
"1851","stunning stallion 13.2hh",1500,15,13.2,"Horsemart"
"1852","14hh Cob for sale",750,15,14,"Horsemart"
"1853","13hh confidence giver",2500,15,13,"Horsemart"
"1854","Not one to be missed # NO TIME WASTERS #",4000,15,15.2,"Horsemart"
"1855","Shetland mare for sale",550,15,0,"Horsemart"
"1856","16.2hh warmblood gelding",2500,15,16.2,"Horsemart"
"1857","15.3 american ex trotter",2250,15,15.3,"Horsemart"
"1858","CANDY 13.2hh PALOMINO MARE",1300,15,13.2,"Horsemart"
"1859","Lead rein pony",2200,15,11,"Horsemart"
"1860","Stunning Broodmare For Sale",2250,15,0,"Horsemart"
"1861","Licensed Part Bred Cleveland Bay X TB Stallion",2350,15,16.2,"Horsemart"
"1862","16'1H, TB,BAY GELDING 14YRS OLD, EX-Racehorse(eligible ROR)",2500,15,16.1,"Horsemart"
"1863","Stunning liver chestnut mare",2000,15,14.2,"Horsemart"
"1864","16.3hh Irish sports horse",3500,15,16.3,"Horsemart"
"1865","QASSIA DE L'AULNE (395868)",3000,17,14.2,"Horsemart"
"1866","Tilly - sweet natured 16’3 thoroughbred",1500,17,16.3,"Horsemart"
"1867","15hh Pocket Rocket",2500,17,15,"Horsemart"
"1868","16.2hh Bay Gelding by Vasco Da Gama",4250,17,16.2,"Horsemart"
"1869","PONY CLUB, EVENTING AND SHOWJUMPING ALLROUNDER",5800,17,14.2,"Horsemart"
"1870","Ideal second pony",1700,17,12.2,"Horsemart"
"1871","Honeylands Tina Turner",500,17,15.2,"Horsemart"
"1872","13hh Irish pony",2000,17,13,"Horsemart"
"1873","Super Fun Jumping Horse",2500,17,15.2,"Horsemart"
"1874","5* home required For 15.3hh Grey Gelding",1500,17,15.3,"Horsemart"
"1875","16,1 super safe mare",2250,17,16.1,"Horsemart"
"1876","mare 16.1hh hacking",1100,17,16.1,"Horsemart"
"1877","15.1hh Cob X Mare",4000,17,15.1,"Horsemart"
"1878","14hh family pony",500,17,14,"Horsemart"
"1879","Brandie 16hh 16yrs",2500,17,16,"Horsemart"
"1880","Mothers dream pony",1500,17,10.2,"Horsemart"
"1881","16 Thoroughbred Gelding",2000,17,16,"Horsemart"
"1882","Connemara Stallion, not backed or for ridden",750,17,15,"Horsemart"
"1883","Talented loving mare",3000,17,15.1,"Horsemart"
"1884","Talented 148 for sale",3500,17,14.2,"Horsemart"
"1885","14hh X Welsh Pony",1200,17,14,"Horsemart"
"1886","17 year old Dutch warmblood",2500,17,16.3,"Horsemart"
"1887","15.2hh 16yo Bay AngloArabian mare for sale",2500,17,15.2,"Horsemart"
"1888","Beautiful Friesian Mare",2600,17,16,"Horsemart"
"1889","14.2hh Connemara pony for sale",1000,17,14.2,"Horsemart"
"1890","Joey 14.3 /15hh gelding",1800,17,15,"Horsemart"
"1891","Beautiful ISH Mare",4000,17,15.2,"Horsemart"
"1892","15.3h tb companion",150,17,15.3,"Horsemart"
"1893","Riding horses & Proven Broodmares",1999,17,16,"Horsemart"
"1894","Irish Sport Horse in foal Broodmare for sale",4000,17,16.2,"Horsemart"
